Names,"Elastic (Young's, Tensile) Modulus",Elongation at Break,Poisson's Ratio,Shear Modulus,Tensile Strength: Ultimate (UTS),Tensile Strength: Yield (Proof),Latent Heat of Fusion,Melting Completion (Liquidus),Melting Onset (Solidus),Specific Heat Capacity,Thermal Conductivity,Thermal Expansion,Electrical Conductivity: Equal Volume,Electrical Conductivity: Equal Weight (Specific),Base Metal Price,Density,Embodied Carbon,Embodied Energy,Embodied Water,Resilience: Ultimate (Unit Rupture Work),Resilience: Unit (Modulus of Resilience),Stiffness to Weight: Axial,Stiffness to Weight: Bending,Strength to Weight: Axial,Strength to Weight: Bending,Thermal Diffusivity,Thermal Shock Resistance,Iron (Fe)Fe,Nickel (Ni)Ni,Manganese (Mn)Mn,Molybdenum (Mo)Mo,Silicon (Si)Si,Copper (Cu)Cu,Carbon (C)C,Chromium (Cr)Cr,Vanadium (V)V,Phosphorus (P)P,Sulfur (S)S,Residualsres.,PREN (Pitting Resistance),Niobium (Nb)Nb,Nitrogen (N)N,Aluminum (Al)Al,Titanium (Ti)Ti,Zirconium (Zr)Zr,Brinell Hardness,Fatigue Strength,Reduction in Area,Maximum Temperature: Mechanical,Impact Strength: V-Notched Charpy,Tungsten (W)W,Maximum Temperature: Corrosion,Selenium (Se)Se,Cobalt (Co)Co,Magnesium (Mg)Mg,Tin (Sn)Sn,Arsenic (As)As,Fracture Toughness,Shear Strength,Compressive (Crushing) Strength,Curie Temperature,Rockwell C Hardness,Calcium (Ca)Ca,Boron (B)B,Oxygen (O)O,Rockwell B Hardness,Calomel Potential,Tantalum (Ta)Ta,Cerium (Ce)Ce,Lanthanum (La)La,Lead (Pb)Pb,Zinc (Zn)Zn
UNS-S82013-Stainless-Steel,200,34,0.28,78,710,500,290,1420,1380,480,15,13,2.2,2.6,11,7.7,2.4,34,140,220,640,14,25,26,23,4,20,70.5 to 77.1,0.5 to 1.5,2.5 to 3.5,NA,0 to 0.9,0.2 to 1.2,0 to 0.060,19.5 to 22,NA,0 to 0.040,0 to 0.030,NA,25,NA,0.2 to 0.3,NA,NA,NA,260,400,NA,970,NA,NA,430,NA,NA,NA,NA,NA,NA,470,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNS-S82031-Stainless-Steel,200,39,0.28,78,780,570,290,1430,1390,480,15,13,2.2,2.5,13,7.7,2.8,39,150,280,820,14,25,28,24,3.9,22,68 to 78.3,2.0 to 4.0,0 to 2.5,0.6 to 1.4,0 to 0.8,0 to 1.0,0 to 0.050,19 to 22,NA,0 to 0.040,0 to 0.0050,NA,27,NA,0.14 to 0.24,NA,NA,NA,NA,490,NA,980,NA,NA,430,NA,NA,NA,NA,NA,NA,540,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNS-S82121-Stainless-Steel,200,28,0.27,78,730,510,290,1430,1380,480,15,13,2.2,2.5,14,7.7,2.8,40,150,180,660,14,25,26,23,4,20,66.7 to 75.4,2.0 to 4.0,1.0 to 2.5,0.3 to 1.3,0 to 1.0,0.2 to 1.2,0 to 0.035,21 to 23,NA,0 to 0.040,0 to 0.010,NA,28,NA,0.15 to 0.25,NA,NA,NA,250,370,NA,1020,NA,NA,430,NA,NA,NA,NA,NA,NA,470,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNS-S82122-Stainless-Steel,200,34,0.28,78,680,450,290,1420,1380,480,15,13,2.2,2.5,12,7.7,2.6,37,150,210,510,14,25,25,22,4,19,68.9 to 75.4,1.5 to 2.5,2.0 to 4.0,0 to 0.6,0 to 0.75,0.5 to 1.5,0 to 0.030,20.5 to 21.5,NA,0 to 0.040,0 to 0.020,NA,25,NA,0.15 to 0.2,NA,NA,NA,260,360,NA,990,NA,NA,430,NA,NA,NA,NA,NA,NA,460,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNS-S82441-Stainless-Steel,200,28,0.27,79,760,550,290,1430,1380,480,15,13,2.2,2.5,16,7.7,3.2,45,170,190,740,15,25,27,24,3.9,21,62.6 to 70.2,3.0 to 4.5,2.5 to 4.0,1.0 to 2.0,0 to 0.7,0.1 to 0.8,0 to 0.030,23 to 25,NA,0 to 0.035,0 to 0.0050,NA,33,NA,0.2 to 0.3,NA,NA,NA,250,400,NA,1090,NA,NA,440,NA,NA,NA,NA,NA,NA,490,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AISI-405-S40500-Stainless-Steel,190,22,0.28,76,470,200,280,1530,1480,480,30,11,2.9,3.3,7,7.7,2,28,100,84,100,14,25,17,17,8.1,16,82.5 to 88.4,0 to 0.6,0 to 1.0,NA,0 to 1.0,NA,0 to 0.080,11.5 to 14.5,NA,0 to 0.040,0 to 0.030,NA,13,NA,NA,0.1 to 0.3,NA,NA,170,130,51,820,NA,NA,390,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,76,-210,NA,NA,NA,NA,NA
AISI-409-S40900-Stainless-Steel,190,24,0.28,75,420,200,270,1450,1400,480,25,11,2.9,3.3,6.5,7.7,2,28,94,83,100,14,25,15,16,6.7,15,84.9 to 89.5,0 to 0.5,0 to 1.0,NA,0 to 1.0,NA,0 to 0.080,10.5 to 11.7,NA,0 to 0.045,0 to 0.030,NA,11,NA,NA,NA,0 to 0.75,NA,NA,140,NA,710,NA,NA,450,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AISI-409Cb-S40940-Stainless-Steel,190,24,0.28,75,420,200,270,1450,1410,480,25,10,2.9,3.3,8.5,7.8,2.2,31,94,83,100,14,25,15,16,6.7,15,84.9 to 89.5,0 to 0.5,0 to 1.0,NA,0 to 1.0,NA,0 to 0.060,10.5 to 11.7,NA,0 to 0.045,0 to 0.040,NA,11,0 to 0.75,NA,NA,NA,NA,NA,140,NA,710,NA,NA,440,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AISI-429-S42900-Stainless-Steel,200,25,0.28,77,480,260,280,1440,1400,480,26,10,2.9,3.4,7.5,7.7,2,28,110,99,170,14,25,17,18,6.9,17,81.8 to 86,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.12,14 to 16,NA,0 to 0.040,0 to 0.030,NA,15,NA,NA,NA,NA,NA,160,180,50,810,NA,NA,400,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA
AISI-430-S43000-Stainless-Steel,200,24,0.28,77,500,260,280,1510,1430,480,25,10,2.9,3.4,8.5,7.7,2.1,30,120,100,170,14,25,18,18,6.7,18,79.1 to 84,0 to 0.75,0 to 1.0,NA,0 to 1.0,NA,0 to 0.12,16 to 18,NA,0 to 0.040,0 to 0.030,NA,17,NA,NA,NA,NA,NA,160,180,51,870,NA,NA,410,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,77,-220,NA,NA,NA,NA,NA
AISI-430F-S43020-Stainless-Steel,200,23,0.28,77,540,310,280,1430,1390,480,25,10,2.8,3.3,8.5,7.7,2.1,29,120,110,250,14,25,20,19,6.7,19,79.2 to 83.9,NA,0 to 1.3,NA,0 to 1.0,NA,0 to 0.12,16 to 18,NA,0 to 0.060,0.15 to 0.35,NA,17,NA,NA,NA,NA,NA,230,210,50,870,NA,NA,410,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AISI-430FSe-S43023-Stainless-Steel,200,23,0.28,77,540,310,280,1440,1390,480,25,10,2.9,3.4,8.5,7.7,2.1,30,120,110,250,14,25,20,19,6.8,19,79.5 to 84,NA,0 to 1.3,NA,0 to 1.0,NA,0 to 0.12,16 to 18,NA,0 to 0.060,0 to 0.060,NA,17,NA,NA,NA,NA,NA,230,210,50,870,NA,NA,410,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AISI-434-S43400-Stainless-Steel,200,24,0.28,78,520,320,280,1510,1430,480,25,10,2.5,2.9,9.5,7.7,2.4,33,120,110,260,14,25,19,18,6.7,19,78.6 to 83.3,NA,0 to 1.0,0.75 to 1.3,0 to 1.0,NA,0 to 0.12,16 to 18,NA,0 to 0.040,0 to 0.030,NA,20,NA,NA,NA,NA,NA,170,220,NA,880,NA,NA,410,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,77,-230,NA,NA,NA,NA,NA
AISI-436-S43600-Stainless-Steel,200,25,0.28,77,500,270,280,1450,1410,480,25,10,2.4,2.8,12,7.7,2.7,38,120,110,190,14,25,18,18,6.7,18,77.8 to 83.3,NA,0 to 1.0,0.75 to 1.3,0 to 1.0,NA,0 to 0.12,16 to 18,NA,0 to 0.040,0 to 0.030,NA,20,0 to 0.8,NA,NA,NA,NA,170,190,NA,880,NA,NA,460,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA
AISI-439-S43035-Stainless-Steel,200,23,0.28,77,490,250,280,1510,1430,480,25,11,2.9,3.4,9,7.7,2.3,34,120,95,160,14,25,18,18,6.7,16,77.1 to 82.8,0 to 0.5,0 to 1.0,NA,0 to 1.0,NA,0 to 0.030,17 to 19,NA,0 to 0.040,0 to 0.030,NA,18,NA,0 to 0.030,0 to 0.15,0.2 to 1.1,NA,160,170,51,890,NA,NA,530,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,78,-220,NA,NA,NA,NA,NA
AISI-441-S44100-Stainless-Steel,200,23,0.28,77,470,270,280,1440,1400,480,23,10,2.7,3.1,13,7.7,2.8,41,130,92,190,14,25,17,17,6.1,16,76 to 82.2,0 to 1.0,0 to 1.0,NA,0 to 1.0,NA,0 to 0.030,17.5 to 19.5,NA,0 to 0.040,0 to 0.030,NA,19,0.3 to 0.9,0 to 0.030,NA,0.1 to 0.5,NA,170,180,NA,910,NA,NA,550,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA
AISI-442-S44200-Stainless-Steel,200,23,0.27,78,580,310,290,1430,1390,480,22,11,2.7,3.2,10,7.7,2.3,32,130,110,250,14,25,21,20,5.8,20,74.1 to 82,0 to 0.6,0 to 1.0,NA,0 to 1.0,NA,0 to 0.2,18 to 23,NA,0 to 0.040,0 to 0.040,NA,21,NA,NA,NA,NA,NA,190,210,NA,960,NA,NA,420,NA,NA,NA,NA,NA,NA,370,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA
AISI-444-S44400-Stainless-Steel,200,23,0.28,78,470,310,290,1460,1420,480,23,10,2.2,2.5,15,7.7,3.4,47,130,95,240,14,25,17,17,6.2,16,73.3 to 80.8,0 to 1.0,0 to 1.0,1.8 to 2.5,0 to 1.0,NA,0 to 0.025,17.5 to 19.5,NA,0 to 0.040,0 to 0.030,NA,26,0.2 to 0.8,0 to 0.035,NA,0.2 to 0.8,NA,190,210,NA,930,NA,NA,580,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA
AISI-445-S44500-Stainless-Steel,200,25,0.28,78,480,230,290,1440,1390,480,21,11,2.6,3,12,7.7,2.6,38,130,98,140,14,25,17,18,5.6,16,74.9 to 80.7,0 to 0.6,0 to 1.0,NA,0 to 1.0,0.3 to 0.6,0 to 0.020,19 to 21,NA,0 to 0.040,0 to 0.012,NA,20,0 to 0.8,0 to 0.030,NA,NA,NA,160,160,NA,950,NA,NA,480,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA
AISI-446-S44600-Stainless-Steel,200,23,0.27,79,570,300,290,1510,1430,490,17,11,1.9,2.3,12,7.7,2.4,35,150,110,230,15,26,21,20,4.6,19,69.2 to 77,0 to 0.75,0 to 1.5,NA,0 to 1.0,NA,0 to 0.2,23 to 27,NA,0 to 0.040,0 to 0.030,NA,27,NA,0 to 0.25,NA,NA,NA,190,200,50,1180,NA,NA,440,NA,NA,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,84,-230,NA,NA,NA,NA,NA
EN-1.4000-X6Cr13-Stainless-Steel,190,22,0.28,76,500,260,280,1440,1400,480,30,11,2.9,3.3,7,7.7,1.9,27,100,91,180,14,25,18,18,8.1,18,83.9 to 88,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.080,12 to 14,NA,0 to 0.040,0 to 0.015,NA,13,NA,NA,NA,NA,NA,180,170,NA,760,NA,NA,390,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4002-X6CrAl13-Stainless-Steel,190,19,0.28,76,500,260,280,1440,1400,480,30,10,2.9,3.3,7,7.7,1.9,27,100,80,170,14,25,18,18,8.1,18,83.6 to 87.9,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.080,12 to 14,NA,0 to 0.040,0 to 0.015,NA,13,NA,NA,0.1 to 0.3,NA,NA,NA,160,NA,760,NA,NA,390,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4003-X2CrNi12-Stainless-Steel,190,22,0.28,76,540,320,270,1440,1400,480,25,10,2.9,3.3,6.5,7.8,1.9,27,97,100,260,14,25,19,19,6.7,19,83.9 to 89.2,0.3 to 1.0,0 to 1.5,NA,0 to 1.0,NA,0 to 0.030,10.5 to 12.5,NA,0 to 0.040,0 to 0.015,NA,12,NA,0 to 0.030,NA,NA,NA,180,210,NA,720,67,NA,390,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4016-X6Cr17-Stainless-Steel,200,22,0.28,77,520,290,280,1440,1400,480,25,10,2.9,3.4,8.5,7.7,2.1,29,120,95,210,14,25,19,19,6.7,19,79.9 to 84,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.080,16 to 18,NA,0 to 0.040,0 to 0.015,NA,17,NA,NA,NA,NA,NA,170,190,NA,870,NA,NA,410,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4017-X6CrNi17-1-Stainless-Steel,200,14,0.28,77,580,390,280,1440,1390,480,30,10,2.5,2.9,9.5,7.7,2.2,31,120,71,380,14,25,21,20,8.1,20,78.3 to 82.8,1.2 to 1.6,0 to 1.0,NA,0 to 1.0,NA,0 to 0.080,16 to 18,NA,0 to 0.040,0 to 0.015,NA,17,NA,NA,NA,NA,NA,NA,220,NA,870,NA,NA,410,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4105-X6CrMoS17-Stainless-Steel,200,23,0.28,77,530,290,290,1430,1390,480,25,10,2.5,2.9,9,7.7,2.2,31,120,100,210,14,25,19,19,6.7,19,77.9 to 83.7,NA,0 to 1.5,0.2 to 0.6,0 to 1.5,NA,0 to 0.080,16 to 18,NA,0 to 0.040,0.15 to 0.35,NA,18,NA,NA,NA,NA,NA,180,190,NA,870,NA,NA,410,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4113-X6CrMo17-1-Stainless-Steel,200,20,0.28,78,540,310,280,1450,1400,480,25,10,2.5,2.9,9.5,7.7,2.4,33,120,94,240,14,25,19,19,6.7,20,78.5 to 83.1,NA,0 to 1.0,0.9 to 1.4,0 to 1.0,NA,0 to 0.080,16 to 18,NA,0 to 0.040,0 to 0.015,NA,21,NA,NA,NA,NA,NA,180,200,NA,880,NA,NA,410,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4509-X2CrTiNb18-Stainless-Steel,200,21,0.28,77,530,260,280,1440,1400,480,25,10,2.9,3.4,13,7.7,2.8,41,120,90,180,14,25,19,19,6.8,19,77.8 to 82.1,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.030,17.5 to 18.5,NA,0 to 0.040,0 to 0.015,NA,18,0.3 to 1.0,NA,NA,0.1 to 0.6,NA,180,170,NA,890,NA,NA,570,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4510-X3CrTi17-Stainless-Steel,200,26,0.28,77,510,270,280,1440,1400,480,25,11,2.9,3.4,8.5,7.7,2.2,32,120,110,180,14,25,18,18,6.7,17,79.1 to 83.9,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.050,16 to 18,NA,0 to 0.040,0 to 0.015,NA,17,NA,NA,NA,0.15 to 0.8,NA,NA,190,NA,870,NA,NA,500,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4511-X3CrNb17-Stainless-Steel,200,25,0.28,77,510,260,280,1440,1400,480,25,10,2.9,3.3,11,7.7,2.5,37,120,110,170,14,25,18,18,6.7,19,78.9 to 84,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.050,16 to 18,NA,0 to 0.040,0 to 0.015,NA,17,0 to 1.0,NA,NA,NA,NA,180,180,NA,870,NA,NA,480,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4512-X2CrTi12-Stainless-Steel,190,28,0.28,76,470,240,270,1450,1400,480,25,11,2.9,3.3,6.5,7.7,2,27,95,110,150,14,25,17,17,6.7,17,84.8 to 89.5,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.030,10.5 to 12.5,NA,0 to 0.040,0 to 0.015,NA,12,NA,NA,NA,0 to 0.65,NA,NA,180,NA,720,NA,NA,440,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4513-X2CrMoTi17-1-Stainless-Steel,200,26,0.28,77,480,240,280,1450,1410,480,25,10,2.5,2.9,10,7.7,2.5,35,120,100,150,14,25,17,18,6.8,17,77.7 to 83.1,NA,0 to 1.0,0.8 to 1.4,0 to 1.0,NA,0 to 0.025,16 to 18,NA,0 to 0.040,0 to 0.015,NA,21,NA,0 to 0.020,NA,0.15 to 0.8,NA,NA,170,NA,880,NA,NA,500,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4516-X6CrNiTi12-Stainless-Steel,190,23,0.28,76,550,320,270,1450,1400,480,30,10,2.9,3.3,7,7.8,2,28,97,110,260,14,25,20,19,8.1,20,83.3 to 89,0.5 to 1.5,0 to 1.5,NA,0 to 0.7,NA,0 to 0.080,10.5 to 12.5,NA,0 to 0.040,0 to 0.015,NA,12,NA,NA,NA,0.050 to 0.35,NA,NA,210,NA,720,NA,NA,420,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4520-X2CrTi17-Stainless-Steel,200,26,0.28,77,480,220,280,1440,1400,480,20,10,2.5,2.9,8.5,7.7,2.2,32,120,100,120,14,25,17,18,5.4,17,80.1 to 83.9,NA,0 to 0.5,NA,0 to 0.5,NA,0 to 0.025,16 to 18,NA,0 to 0.040,0 to 0.015,NA,17,NA,0 to 0.015,NA,0.15 to 0.8,NA,180,160,NA,870,NA,NA,500,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4521-X2CrMoTi18-2-Stainless-Steel,200,23,0.28,78,520,340,290,1460,1410,480,23,10,2.2,2.5,12,7.7,2.8,39,130,100,280,14,25,19,19,6.2,18,74.6 to 81.1,NA,0 to 1.0,1.8 to 2.5,0 to 1.0,NA,0 to 0.025,17 to 20,NA,0 to 0.040,0 to 0.015,NA,26,NA,0 to 0.030,NA,0.15 to 0.8,NA,NA,230,NA,930,NA,NA,500,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4523-X2CrMoTiS18-2-Stainless-Steel,200,17,0.28,78,520,320,290,1450,1410,480,22,10,2.2,2.6,12,7.7,2.9,40,130,77,260,14,25,18,18,5.8,18,75.7 to 80.2,NA,0 to 0.5,2.0 to 2.5,0 to 1.0,NA,0 to 0.030,17.5 to 19,NA,0 to 0.040,0.15 to 0.35,NA,26,NA,NA,0 to 0.040,0.15 to 0.8,NA,180,190,NA,920,NA,NA,500,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4526-X6CrMoNb17-1-Stainless-Steel,200,25,0.28,77,540,330,280,1450,1410,480,30,10,2.5,2.9,13,7.7,2.9,41,120,120,280,14,25,19,19,8.1,19,77.4 to 83.1,NA,0 to 1.0,0.8 to 1.4,0 to 1.0,NA,0 to 0.080,16 to 18,NA,0 to 0.040,0 to 0.015,NA,21,0.1 to 1.0,0 to 0.040,NA,NA,NA,180,230,NA,880,NA,NA,490,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4589-X5CrNiMoTi15-2-Stainless-Steel,200,17,0.28,77,650,440,280,1450,1400,480,25,11,2.9,3.3,9.5,7.8,2.4,34,110,96,490,14,25,23,22,6.7,23,78.2 to 85,1.0 to 2.5,0 to 1.0,0.2 to 1.2,0 to 1.0,NA,0 to 0.080,13.5 to 15.5,NA,0 to 0.040,0 to 0.015,NA,17,NA,NA,NA,0.3 to 0.5,NA,NA,260,NA,810,NA,NA,470,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4590-X2CrNbZr17-Stainless-Steel,200,26,0.28,77,480,270,280,1440,1400,480,26,10,2.9,3.3,11,7.7,2.5,37,120,110,190,14,25,17,18,7,17,79.7 to 83.7,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.030,16 to 17.5,NA,0 to 0.040,0 to 0.015,NA,17,0.35 to 0.55,NA,NA,NA,0 to 0.15,NA,190,NA,860,NA,NA,470,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4592-X2CrMoTi29-4-Stainless-Steel,210,23,0.27,82,630,500,310,1460,1410,480,17,11,2.6,3,18,7.7,3.8,52,180,130,610,15,26,23,21,4.6,20,62.6 to 68.4,NA,0 to 1.0,3.5 to 4.5,0 to 1.0,NA,0 to 0.025,28 to 30,NA,0 to 0.030,0 to 0.010,NA,43,NA,0 to 0.045,NA,0.15 to 0.8,NA,NA,340,NA,1100,NA,NA,550,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4595-X1CrNb15-Stainless-Steel,200,29,0.28,76,470,250,280,1450,1400,480,30,10,2.9,3.3,10,7.7,2.4,34,110,110,150,14,25,17,17,8.1,17,81.3 to 85.8,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.020,14 to 16,NA,0 to 0.025,0 to 0.015,NA,15,0.2 to 0.6,0 to 0.020,NA,NA,NA,NA,180,NA,810,NA,NA,460,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4600-X2CrMnNiTi12-Stainless-Steel,190,23,0.28,76,580,430,270,1440,1400,480,27,10,2.9,3.4,7,7.7,2,28,100,120,470,14,25,21,20,7.3,21,82 to 87.7,0.3 to 1.0,1.0 to 2.5,NA,0 to 1.0,NA,0 to 0.030,11 to 13,NA,0 to 0.040,0 to 0.015,NA,12,NA,0 to 0.025,NA,0 to 0.35,NA,NA,290,NA,730,NA,NA,420,NA,NA,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4607-X2CrNbTi20-Stainless-Steel,200,21,0.28,77,530,270,290,1440,1400,480,18,10,2.7,3.1,13,7.7,2.8,40,130,91,190,14,25,19,19,4.9,19,75.6 to 81.4,NA,0 to 1.0,NA,0 to 1.0,NA,0 to 0.030,18.5 to 20.5,NA,0 to 0.040,0 to 0.015,NA,20,0 to 1.0,0 to 0.030,NA,0.15 to 0.8,NA,NA,180,NA,930,NA,NA,580,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4611-X2CrTi21-Stainless-Steel,200,21,0.27,78,530,280,290,1440,1390,480,21,11,2.5,3,11,7.7,2.5,36,140,91,190,14,25,19,19,5.7,18,73.3 to 80.8,0 to 0.5,0 to 1.0,0 to 0.5,0 to 1.0,0 to 0.5,0 to 0.030,19 to 22,NA,0 to 0.050,0 to 0.050,NA,21,NA,NA,0 to 0.050,0.2 to 1.0,NA,180,180,NA,970,NA,NA,530,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4613-X2CrTi24-Stainless-Steel,200,21,0.27,79,530,280,290,1430,1390,480,19,11,2.2,2.6,12,7.7,2.6,38,150,91,190,15,25,19,19,5.2,18,70.3 to 77.8,0 to 0.5,0 to 1.0,0 to 0.5,0 to 1.0,0 to 0.5,0 to 0.030,22 to 25,NA,0 to 0.050,0 to 0.050,NA,24,NA,NA,0 to 0.050,0.2 to 1.0,NA,180,180,NA,1050,NA,NA,550,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4621-X2CrNbCu21-Stainless-Steel,200,25,0.27,78,500,270,290,1440,1390,480,21,11,2.6,3.1,14,7.7,2.8,41,140,110,190,14,25,18,18,5.7,17,74.4 to 79.7,NA,0 to 1.0,NA,0 to 1.0,0.1 to 1.0,0 to 0.030,20 to 21.5,NA,0 to 0.040,0 to 0.015,NA,21,0.2 to 1.0,0 to 0.030,NA,NA,NA,NA,190,NA,970,NA,NA,510,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4630-X2CrSiTi15-Stainless-Steel,190,23,0.28,76,480,250,290,1440,1390,480,28,10,2.8,3.3,9.5,7.7,2.5,36,120,92,160,14,25,17,18,7.5,17,77.1 to 86.7,0 to 0.5,0 to 1.0,0 to 0.5,0.2 to 1.5,0 to 0.5,0 to 0.030,13 to 16,NA,0 to 0.050,0 to 0.050,NA,15,0 to 0.5,NA,0 to 1.5,0.15 to 0.8,NA,NA,170,NA,800,NA,NA,520,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4634-X2CrAlSiNb18-Stainless-Steel,200,21,0.28,77,540,280,290,1430,1390,480,21,10,2.5,3,13,7.7,2.9,42,140,93,200,14,25,20,19,5.8,19,74.9 to 81.8,0 to 0.5,0 to 1.0,0 to 0.5,0.2 to 1.5,0 to 0.5,0 to 0.030,17.5 to 18.5,NA,0 to 0.050,0 to 0.050,NA,19,0.3 to 1.0,NA,0.2 to 1.5,NA,NA,NA,180,NA,900,NA,NA,500,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
